source_event_index,split,target_class,physical_muon_count,active_hits,active_hit_fraction,total_tot,mean_tot_active,max_tot_active,time_span,z_span,z_mean,radius_mean,radius_std,hit_dir_z_mean,hit_dir_z_std,primary_energy_mc,secondary_energy_mc,total_energy_mc,primary_dir_x_mc,primary_dir_y_mc,primary_dir_z_mc,secondary_dir_x_mc,secondary_dir_y_mc,secondary_dir_z_mc,secondary_direction_present_mc,primary_off_vertical_deg_mc,secondary_off_vertical_deg_mc,rec_dir_x_0,rec_dir_y_0,rec_dir_z_0,rec_dir_x_1,rec_dir_y_1,rec_dir_z_1
10,train,1,2,88,0.171875,2228.0,25.318181818181817,55.0,1960.0,163.02899,70.02752685546875,737.916015625,1619.7926114918157,-0.270394043488936,0.7654953961566308,11855.850560672741,11727.79661729564,23583.64717796838,-0.35357122820276116,0.8365088865938006,-0.4186170914293764,-0.35357122820276116,0.8365088865938006,-0.4186170914293764,True,65.25269056204709,65.25269056204709,-0.35357122820276116,0.8365088865938006,-0.4186170914293764,-0.35357122820276116,0.8365088865938006,-0.4186170914293764
11,train,0,1,65,0.126953125,1811.0,27.861538461538462,58.0,2016.0,153.556,124.57137920673077,730.0049879807692,1914.3794786792446,-0.06786757249098557,0.5606457884868855,181.3045571647217,181.3045571647217,362.6091143294434,-0.3984139298673054,-0.2327440473561899,-0.8871846194045236,0.0,0.0,0.0,False,27.478428046451892,,-0.3984139298673054,-0.2327440473561899,-0.8871846194045236,-0.3984139298673054,-0.2327440473561899,-0.8871846194045236
12,train,0,1,78,0.15234375,2012.0,25.794871794871796,51.0,2036.0,152.372,76.52403846153847,736.6518429487179,1737.6680564857288,-0.1180255596454327,0.6114032402207437,464.5651432647282,464.5651432647282,929.1302865294564,-0.49856328504261255,0.3866156116264083,-0.7758627582596402,0.0,0.0,0.0,False,39.116681180894375,,-0.49856328504261255,0.3866156116264083,-0.7758627582596402,-0.49856328504261255,0.3866156116264083,-0.7758627582596402
13,train,0,1,50,0.09765625,1222.0,24.44,36.0,1980.0,163.32,142.287578125,737.71328125,2242.4842048918254,-0.12925716400146484,0.6512878837308957,92.12727769464654,92.12727769464654,184.25455538929307,-0.0759431228407405,0.282232861022449,-0.9563353252140586,0.0,0.0,0.0,False,16.99400835088455,,-0.0759431228407405,0.282232861022449,-0.9563353252140586,-0.0759431228407405,0.282232861022449,-0.9563353252140586
14,train,0,1,54,0.10546875,1386.0,25.666666666666668,34.0,2090.0,126.159996,76.95299840856481,744.8122106481482,2169.145740482518,-0.2247766035574454,0.8607460795013308,743.5405979321945,743.5405979321945,1487.081195864389,0.27572831396923686,-0.4619895146642345,-0.8429351014259562,0.0,0.0,0.0,False,32.54863060428762,,0.27572831396923686,-0.4619895146642345,-0.8429351014259562,0.27572831396923686,-0.4619895146642345,-0.8429351014259562
15,train,2,3,119,0.232421875,3354.0,28.18487394957983,77.0,2264.0,162.175,85.94931722689076,730.4653361344538,1327.506967697819,-0.07261791549810842,0.5311740444837928,2335.707204133122,23.11768682450707,2358.824890957629,0.5493900345006488,-0.2447205008000148,-0.7989258203860767,0.5493900345006488,-0.2447205008000148,-0.7989258203860767,True,36.9723521603737,36.9723521603737,0.5493900345006488,-0.2447205008000148,-0.7989258203860767,0.5493900345006488,-0.2447205008000148,-0.7989258203860767
16,train,1,2,49,0.095703125,1228.0,25.06122448979592,32.0,1949.0,153.80899,77.20275629783163,737.332350127551,2266.525632244391,-0.1502120251558265,0.6710140932852656,2323.655906503129,70.7441019965439,2394.400008499673,-0.07282964498085256,-0.7801104413310485,-0.6213883987798933,-0.07282964498085256,-0.7801104413310485,-0.6213883987798933,True,51.58240625518374,51.58240625518374,-0.07282964498085256,-0.7801104413310485,-0.6213883987798933,-0.07282964498085256,-0.7801104413310485,-0.6213883987798933
17,train,1,2,92,0.1796875,2310.0,25.108695652173914,49.0,2204.0,163.373,87.49515964673913,738.5540930706521,1578.0573262405987,-0.196926386460014,0.6734458498998385,1391.8703020052083,129.27907639463953,1521.1493783998478,-0.27853590793025096,0.4142768195377877,-0.8664828127476771,-0.27853590793025096,0.4142768195377877,-0.8664828127476771,True,29.947543194284666,29.947543194284666,-0.27853590793025096,0.4142768195377877,-0.8664828127476771,-0.27853590793025096,0.4142768195377877,-0.8664828127476771
18,train,0,1,98,0.19140625,2603.0,26.56122448979592,68.0,1953.5,162.97,105.37318638392857,732.4489795918367,1505.4706924080438,-0.017871761808590014,0.5475441749721248,285.5446933353334,285.5446933353334,571.0893866706668,0.32251673894847543,-0.04939286888442303,-0.945274191756766,0.0,0.0,0.0,False,19.042961618397406,,0.32251673894847543,-0.04939286888442303,-0.945274191756766,0.32251673894847543,-0.04939286888442303,-0.945274191756766
19,train,0,1,71,0.138671875,2017.0,28.408450704225352,61.0,1746.0,116.183,97.58326914612677,737.7252420774648,1838.6352803340817,-0.12216655301376128,0.628340301769079,893.5504832751216,893.5504832751216,1787.1009665502431,-0.7412343223162804,0.07795908116744679,-0.6667038781077037,0.0,0.0,0.0,False,48.18682458368133,,-0.7412343223162804,0.07795908116744679,-0.6667038781077037,-0.7412343223162804,0.07795908116744679,-0.6667038781077037
20,train,1,2,190,0.37109375,6100.0,32.10526315789474,90.0,2232.0,163.08,113.64906455592106,735.5827302631579,957.6896623591002,-0.0515357820611251,0.5401460032369165,1363.6118045310732,84.32395154924,1447.9357560803132,-0.5355174904992912,-0.4023149209071095,-0.7425387005300449,-0.5355174904992912,-0.4023149209071095,-0.7425387005300449,True,42.051874707685805,42.051874707685805,-0.5355174904992912,-0.4023149209071095,-0.7425387005300449,-0.5355174904992912,-0.4023149209071095,-0.7425387005300449
21,train,1,2,59,0.115234375,1545.0,26.1864406779661,51.0,2120.0,163.372,140.99685513771186,735.1433395127119,2037.0511725700753,-0.04203535742678885,0.5483273034345482,453.8129932131607,314.8418162599202,768.654809473081,0.6661977827129684,0.05356835694080311,-0.7438487382815051,0.6661977827129684,0.05356835694080311,-0.7438487382815051,True,41.93969065556305,41.93969065556305,0.6661977827129684,0.05356835694080311,-0.7438487382815051,0.6661977827129684,0.05356835694080311,-0.7438487382815051
22,train,2,3,41,0.080078125,955.0,23.29268292682927,31.0,2008.0,153.24701,113.9441453887195,739.078934832317,2505.037097805372,-0.16577404301340987,0.7962292168329523,2167.863806993107,200.3480007315942,2368.2118077247014,-0.24030567630415633,0.5904823804335698,-0.7704438593002783,-0.24030567630415633,0.5904823804335698,-0.7704438593002783,True,39.60623622406277,39.60623622406277,-0.24030567630415633,0.5904823804335698,-0.7704438593002783,-0.24030567630415633,0.5904823804335698,-0.7704438593002783
23,train,0,1,48,0.09375,1194.0,24.875,38.0,1945.0,162.68,125.72511800130208,739.61767578125,2299.5998538522313,-0.12703128655751547,0.6987047729626175,1298.0926523238322,1298.0926523238322,2596.1853046476645,-0.08418852873344197,-0.6263536827362267,-0.7749795840875194,0.0,0.0,0.0,False,39.19681836618113,,-0.08418852873344197,-0.6263536827362267,-0.7749795840875194,-0.08418852873344197,-0.6263536827362267,-0.7749795840875194
24,test,2,3,130,0.25390625,3020.0,23.23076923076923,54.0,1992.0,163.601,147.45740685096155,739.0847355769231,1267.0058863347904,0.11252520634577824,0.5013966314824804,6222.8776360241645,810.6325195845732,7033.5101556087375,0.3170694241019152,0.46041917393958276,-0.8291448393184824,0.3170694241019152,0.46041917393958276,-0.8291448393184824,True,33.98900771629997,33.98900771629997,0.3170694241019152,0.46041917393958276,-0.8291448393184824,0.3170694241019152,0.46041917393958276,-0.8291448393184824
25,train,2,3,69,0.134765625,1809.0,26.217391304347824,51.0,2128.0,153.435,99.42601477581522,725.6069972826087,1838.5881333551654,-0.2073075114816859,0.7524657665173001,744.4844953235202,85.3637830660644,829.8482783895845,0.22462516320646111,0.3185263412030012,-0.920915037348343,0.22462516320646111,0.3185263412030012,-0.920915037348343,True,22.939777144929387,22.939777144929387,0.22462516320646111,0.3185263412030012,-0.920915037348343,0.22462516320646111,0.3185263412030012,-0.920915037348343
26,test,2,3,326,0.63671875,8896.0,27.288343558282207,86.0,2286.0,163.219,115.96231547162577,736.2575249233129,556.2481559661178,-0.08631964841503308,0.5463101291047546,9456.535864389234,1.727557038897487,9458.263421428132,-0.5544676568531173,0.27158183849772555,-0.7866440888368825,-0.5544676568531173,0.27158183849772555,-0.7866440888368825,True,38.127006909344345,38.127006909344345,-0.5544676568531173,0.27158183849772555,-0.7866440888368825,-0.5544676568531173,0.27158183849772555,-0.7866440888368825
27,val,1,2,141,0.275390625,3617.0,25.652482269503547,54.0,2368.0,162.606,93.7706878878546,737.0215536347517,1195.5663482847197,-0.04677626765366142,0.5241896268915307,1781.6950292805948,527.323015453931,2309.0180447345256,-0.22064604753537392,0.05345410353591366,-0.973888073919272,-0.22064604753537392,0.05345410353591366,-0.973888073919272,True,13.122200311627227,13.122200311627227,-0.22064604753537392,0.05345410353591366,-0.973888073919272,-0.22064604753537392,0.05345410353591366,-0.973888073919272
28,train,1,2,82,0.16015625,2088.0,25.463414634146343,53.0,2504.0,163.151,123.58878382240853,734.4395483993902,1681.8793385495785,-0.01665269456258634,0.5197875911035402,284.1404476265735,82.11080084867595,366.25124847524944,-0.24613143971206825,-0.1624193610802807,-0.9555308815164154,-0.24613143971206825,-0.1624193610802807,-0.9555308815164154,True,17.15100468485618,17.15100468485618,-0.24613143971206825,-0.1624193610802807,-0.9555308815164154,-0.24613143971206825,-0.1624193610802807,-0.9555308815164154
29,train,1,2,100,0.1953125,2440.0,24.4,37.0,2120.0,163.462,138.756396484375,743.32265625,1508.8267377298175,0.007683663368225097,0.5258074397564745,1463.7290825615069,1357.2786873248658,2821.0077698863724,-0.21426892305738476,0.3710526595546718,-0.9035534032082627,-0.21426892305738476,0.3710526595546718,-0.9035534032082627,True,25.370849901810306,25.370849901810306,-0.21426892305738476,0.3710526595546718,-0.9035534032082627,-0.21426892305738476,0.3710526595546718,-0.9035534032082627
30,train,1,2,72,0.140625,1697.0,23.569444444444443,38.0,2120.0,163.203,81.41813829210069,734.5417209201389,1815.8687510620514,0.005755399664243062,0.5093584627464862,1020.7593163185196,947.1022795164428,1967.8615958349624,-0.2529109523035602,-0.44444572135589755,-0.859362584112982,-0.2529109523035602,-0.44444572135589755,-0.859362584112982,True,30.754910967079915,30.754910967079915,-0.2529109523035602,-0.44444572135589755,-0.859362584112982,-0.2529109523035602,-0.44444572135589755,-0.859362584112982
31,train,0,1,70,0.13671875,1837.0,26.242857142857144,58.0,2054.5,162.619,74.50697544642857,742.4936383928572,1865.7909992919217,-0.01640228373663766,0.5268030335691906,162.47665437057586,162.47665437057586,324.9533087411517,0.23117700657240398,-0.5378095525896668,-0.8107515505847183,0.0,0.0,0.0,False,35.8305749401916,,0.23117700657240398,-0.5378095525896668,-0.8107515505847183,0.23117700657240398,-0.5378095525896668,-0.8107515505847183
32,train,0,1,59,0.115234375,1498.0,25.389830508474578,40.0,1968.0,163.438,119.19316075211864,740.7944915254237,2052.712489214327,-0.10209469876046907,0.6114896052491885,310.37960957187164,310.37960957187164,620.7592191437433,0.25019304062878084,0.6412362962560159,-0.7254098529691972,0.0,0.0,0.0,False,43.4970465488732,,0.25019304062878084,0.6412362962560159,-0.7254098529691972,0.25019304062878084,0.6412362962560159,-0.7254098529691972
33,train,2,3,96,0.1875,2526.0,26.3125,50.0,1868.0,134.38101,50.56059265136719,730.4029947916666,1520.4995905892742,-0.17468818028767905,0.6328991353887864,1449.6581728734577,159.70445059918902,1609.3626234726466,0.7817882385833932,0.05336951554100474,-0.6212558609973784,0.7817882385833932,0.05336951554100474,-0.6212558609973784,True,51.59209779347296,51.59209779347296,0.7817882385833932,0.05336951554100474,-0.6212558609973784,0.7817882385833932,0.05336951554100474,-0.6212558609973784
